last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,kitchen_area
4800000.0,78.6,2017-09-17T00:00:00,3,2.8,9.0,48.8,5,11.9
20000000.0,118.0,2018-09-11T00:00:00,3,3.0,9.0,68.0,7,16.0
3100000.0,44.3,2017-11-07T00:00:00,2,2.5,5.0,29.0,5,5.3
4400000.0,57.0,2018-03-03T00:00:00,3,2.5,5.0,39.0,2,7.0
3450000.0,34.0,2015-12-16T00:00:00,1,2.6,17.0,17.4,8,11.5
2550000.0,31.0,2018-08-28T00:00:00,1,2.5,5.0,15.4,4,7.2
4150000.0,74.0,2017-08-04T00:00:00,3,2.8,5.0,44.0,1,8.0
4010000.0,50.7,2018-09-16T00:00:00,2,2.6,5.0,28.9,5,9.0
3400000.0,30.0,2018-09-05T00:00:00,1,,5.0,16.0,1,7.0
4850000.0,57.5,2019-03-27T00:00:00,3,2.5,9.0,39.0,8,6.2
4500000.0,55.0,2018-12-09T00:00:00,2,2.7,3.0,35.5,2,7.5
4750000.0,73.8,2016-03-14T00:00:00,3,,10.0,44.8,1,10.4
2350000.0,34.0,2018-06-14T00:00:00,1,2.5,9.0,19.0,8,7.1
4950000.0,44.0,2018-02-27T00:00:00,2,2.7,23.0,21.0,19,15.0
2800000.0,55.1,2016-05-14T00:00:00,3,2.6,5.0,38.4,1,4.9
4300000.0,62.1,2016-03-13T00:00:00,3,2.55,5.0,43.5,1,7.3
4350000.0,37.0,2018-02-22T00:00:00,1,,19.0,18.0,6,10.7
2590000.0,55.7,2017-12-18T00:00:00,3,2.5,4.0,42.6,4,7.0
4050000.0,79.1,2018-02-23T00:00:00,3,3.0,15.0,45.23,1,11.95
10949000.0,68.0,2018-12-27T00:00:00,1,,10.0,,6,
4500000.0,80.5,2018-01-15T00:00:00,3,,25.0,,16,
4200000.0,41.4,2018-09-24T00:00:00,1,2.7,25.0,16.5,20,10.2
2400000.0,43.9,2019-03-13T00:00:00,2,,2.0,27.46,1,5.2
5200000.0,46.3,2018-11-26T00:00:00,2,3.0,5.0,27.8,5,8.0
4500000.0,63.0,2018-07-17T00:00:00,2,,11.0,36.0,3,9.0
4999000.0,52.0,2019-04-23T00:00:00,2,2.61,9.0,30.0,6,9.0
1700000.0,33.1,2019-04-09T00:00:00,1,,5.0,18.4,1,6.4
2500000.0,63.0,2018-10-25T00:00:00,3,2.5,5.0,43.0,4,9.0
6450000.0,67.7,2017-09-16T00:00:00,3,,9.0,40.0,4,8.0
2130000.0,54.0,2015-10-28T00:00:00,2,,3.0,28.0,1,8.5
4200000.0,72.0,2017-11-17T00:00:00,2,,12.0,45.0,4,10.0
3500000.0,40.4,2016-06-15T00:00:00,1,2.75,9.0,20.0,7,10.0
3500000.0,29.5,2019-04-26T00:00:00,1,2.5,5.0,15.6,2,5.5
5150000.0,47.0,2018-08-06T00:00:00,2,2.75,9.0,28.1,9,7.0
8780000.0,78.3,2018-08-24T00:00:00,3,2.5,15.0,51.0,9,11.0
4898000.0,146.0,2019-02-12T00:00:00,4,,2.0,77.0,2,13.0
11700000.0,80.0,2014-12-10T00:00:00,3,,5.0,55.1,3,11.0
9600000.0,90.0,2017-09-26T00:00:00,4,,5.0,67.0,2,8.0
3800000.0,38.6,2018-02-22T00:00:00,1,,9.0,18.0,6,8.4
3000000.0,37.0,2019-03-23T00:00:00,1,2.75,10.0,12.0,3,13.0
3700000.0,33.0,2016-04-15T00:00:00,1,,14.0,18.0,2,6.2
4800000.0,35.0,2018-10-04T00:00:00,1,2.7,25.0,17.0,9,9.0
6900000.0,77.2,2018-04-18T00:00:00,4,2.6,9.0,61.0,1,6.0
4900000.0,32.0,2018-01-07T00:00:00,1,,25.0,15.0,5,9.0
10500000.0,124.1,2017-05-25T00:00:00,5,3.2,4.0,79.4,3,20.0
11000000.0,101.0,2016-04-13T00:00:00,4,3.0,3.0,73.0,3,9.0
9490000.0,80.0,2017-10-30T00:00:00,3,2.55,10.0,46.0,7,11.0
7497600.0,62.5,2015-12-08T00:00:00,2,,5.0,35.5,5,9.5
3850000.0,72.3,2017-09-29T00:00:00,2,,3.0,27.4,2,23.6
4590000.0,40.0,2017-05-29T00:00:00,1,,6.0,18.0,1,10.0
2500000.0,33.3,2018-03-27T00:00:00,1,2.55,9.0,19.0,3,7.0
5750000.0,78.0,2016-05-19T00:00:00,3,,27.0,45.4,27,10.8
4000000.0,21.4,2019-02-07T00:00:00,1,2.9,8.0,8.3,7,6.3
3850000.0,42.0,2018-11-05T00:00:00,2,,5.0,27.0,4,6.5
10999000.0,97.2,2017-11-13T00:00:00,3,2.5,16.0,,16,18.3
8520000.0,84.7,2018-03-04T00:00:00,3,3.2,5.0,55.9,4,8.4
4500000.0,31.0,2019-02-24T00:00:00,1,2.5,9.0,17.0,4,5.0
6200000.0,67.0,2015-10-21T00:00:00,3,,6.0,42.5,2,8.2
2500000.0,30.9,2017-10-20T00:00:00,1,2.75,5.0,16.7,1,6.0
33000000.0,180.0,2017-02-17T00:00:00,3,2.9,9.0,86.0,8,24.0
2100000.0,60.0,2019-04-06T00:00:00,2,2.5,5.0,31.5,2,9.0
4300000.0,48.0,2019-04-04T00:00:00,1,,22.0,14.0,5,23.8
12490000.0,87.8,2019-03-10T00:00:00,3,,12.0,45.1,3,24.0
4800000.0,65.9,2018-02-25T00:00:00,3,2.55,9.0,48.5,8,6.3
4050000.0,51.0,2019-04-23T00:00:00,2,,5.0,30.5,1,6.6
6210000.0,55.0,2019-04-29T00:00:00,2,2.5,11.0,31.9,3,8.3
2500000.0,31.0,2019-02-13T00:00:00,1,2.75,3.0,19.5,1,5.0
3200000.0,32.0,2018-02-01T00:00:00,1,2.5,9.0,18.0,3,8.0
2650000.0,49.0,2018-06-23T00:00:00,2,2.8,8.0,31.0,8,6.0
3400000.0,71.1,2018-08-20T00:00:00,3,2.5,5.0,41.9,4,9.0
2699000.0,33.0,2017-10-13T00:00:00,1,2.5,9.0,19.0,7,6.0
3150000.0,31.0,2018-03-23T00:00:00,1,,25.0,,6,
3800000.0,33.7,2017-07-10T00:00:00,1,2.65,17.0,15.1,3,7.3
3990000.0,48.0,2018-09-28T00:00:00,1,3.25,5.0,20.5,1,17.0
6500000.0,51.8,2018-08-01T00:00:00,2,3.45,6.0,25.6,2,7.3
13310800.0,85.1,2018-01-01T00:00:00,2,2.7,10.0,31.52,5,26.85
4800000.0,40.0,2017-11-18T00:00:00,2,,3.0,29.0,2,6.0
2200000.0,31.0,2016-04-13T00:00:00,1,2.5,5.0,17.0,3,5.5
16912000.0,105.7,2016-12-09T00:00:00,2,2.7,3.0,48.4,1,15.4
6500000.0,32.6,2019-02-27T00:00:00,1,,5.0,18.5,5,5.5
4620000.0,86.2,2017-09-27T00:00:00,3,2.75,12.0,49.6,9,17.0
2990000.0,30.0,2016-06-08T00:00:00,1,2.5,9.0,20.0,9,5.6
2450000.0,27.0,2017-03-30T00:00:00,0,,24.0,15.5,2,
8290000.0,77.0,2015-09-21T00:00:00,2,2.77,16.0,40.0,5,10.0
4400000.0,53.6,2018-03-31T00:00:00,2,2.55,10.0,29.2,10,7.8
27700000.0,179.6,2017-07-06T00:00:00,5,2.85,25.0,97.2,25,33.8
4790000.0,35.5,2018-11-04T00:00:00,1,2.65,25.0,17.0,20,9.0
5300000.0,53.0,2018-06-28T00:00:00,2,2.65,12.0,31.5,6,7.6
3900000.0,45.0,2017-07-01T00:00:00,2,,5.0,29.0,3,6.0
2950000.0,44.9,2019-03-20T00:00:00,2,,5.0,28.0,3,5.4
8090000.0,81.22,2018-08-08T00:00:00,3,2.64,24.0,42.9,10,12.72
4350000.0,55.0,2017-05-21T00:00:00,2,2.57,9.0,31.2,2,8.3
8200000.0,80.0,2018-11-06T00:00:00,3,4.15,3.0,44.2,2,12.2
96000000.0,317.0,2017-07-07T00:00:00,4,3.5,3.0,183.0,3,
10990000.0,80.0,2018-06-25T00:00:00,2,2.75,22.0,34.0,19,19.0
7250000.0,75.75,2017-02-15T00:00:00,2,2.7,22.0,40.61,3,15.0
3100000.0,47.3,2017-11-07T00:00:00,2,,5.0,27.5,2,8.5
7050000.0,66.0,2017-09-04T00:00:00,3,3.0,4.0,37.8,4,11.0
3300000.0,41.9,2017-07-30T00:00:00,1,,7.0,15.4,7,12.4
5000000.0,42.9,2016-04-11T00:00:00,1,2.75,23.0,18.9,8,7.9
5600000.0,66.0,2018-07-11T00:00:00,3,2.5,9.0,48.0,9,6.3
6500000.0,67.4,2017-05-11T00:00:00,3,2.65,17.0,40.1,6,10.3
800000.0,40.3,2018-06-25T00:00:00,2,,3.0,,1,
7430000.0,60.2,2019-02-28T00:00:00,2,2.5,4.0,,2,10.2
2300000.0,60.0,2017-12-02T00:00:00,2,,3.0,,1,
3750000.0,35.1,2019-04-08T00:00:00,1,2.75,23.0,15.9,1,9.8
2250000.0,73.0,2018-11-14T00:00:00,3,,5.0,43.4,5,8.4
6180000.0,85.0,2017-06-02T00:00:00,3,2.8,17.0,51.8,17,17.5
1400000.0,73.5,2018-03-31T00:00:00,3,2.6,5.0,46.0,5,8.0
3800000.0,49.0,2019-02-22T00:00:00,2,2.5,9.0,38.0,8,10.0
3570000.0,73.3,2018-02-08T00:00:00,3,2.5,5.0,47.4,3,8.3
11000000.0,97.9,2017-04-11T00:00:00,3,2.75,16.0,57.7,3,14.7
2100000.0,31.6,2018-10-16T00:00:00,1,,5.0,17.5,4,5.5
2550000.0,52.0,2019-03-08T00:00:00,2,2.6,5.0,31.0,3,10.0
7835000.0,52.56,2019-03-14T00:00:00,1,,24.0,15.36,2,20.91
21042018.0,154.9,2017-09-10T00:00:00,4,3.3,16.0,89.11,3,21.3
16300000.0,153.0,2019-03-30T00:00:00,4,2.71,10.0,89.4,10,
14800000.0,108.7,2019-04-11T00:00:00,3,4.0,5.0,72.4,5,8.0
3850000.0,31.7,2018-08-02T00:00:00,1,2.5,5.0,17.9,2,5.6
7900000.0,71.8,2017-08-23T00:00:00,3,3.0,5.0,38.7,1,12.0
3400000.0,60.0,2017-10-10T00:00:00,3,2.5,5.0,44.1,1,6.0
3000000.0,43.8,2017-02-16T00:00:00,2,2.7,5.0,27.7,2,5.5
2600000.0,30.2,2018-02-14T00:00:00,1,2.65,9.0,26.1,5,6.2
8500000.0,49.9,2018-10-20T00:00:00,1,3.0,16.0,18.9,14,10.6
11640000.0,65.2,2018-10-02T00:00:00,2,,,30.8,4,12.0
4300000.0,52.3,2017-10-06T00:00:00,2,,12.0,29.8,4,10.9
4600000.0,38.5,2019-04-16T00:00:00,1,2.5,12.0,18.5,5,
6150000.0,62.0,2017-10-13T00:00:00,3,,9.0,41.5,5,8.5
5200000.0,62.8,2016-06-01T00:00:00,3,,9.0,39.7,2,9.7
6400000.0,55.8,2018-11-16T00:00:00,3,2.5,9.0,38.0,2,7.7
3270000.0,39.4,2017-04-17T00:00:00,1,,24.0,19.2,9,11.0
7920000.0,83.8,2017-08-17T00:00:00,4,2.47,9.0,55.9,9,9.8
7700000.0,85.0,2019-02-07T00:00:00,3,2.7,10.0,50.0,1,11.0
5300000.0,60.0,2016-05-19T00:00:00,3,,9.0,,4,
8715960.0,57.0,2017-06-29T00:00:00,1,,5.0,20.0,5,16.0
1600000.0,46.0,2016-04-22T00:00:00,2,,5.0,,2,
2900000.0,35.0,2015-02-04T00:00:00,1,2.7,17.0,16.1,17,8.3
3735325.0,37.4,2019-03-22T00:00:00,1,2.73,12.0,17.0,4,
9150000.0,98.3,2018-06-30T00:00:00,3,2.84,13.0,60.3,11,12.5
10880000.0,123.1,2015-11-12T00:00:00,6,3.2,5.0,89.0,2,11.0
4700000.0,67.0,2017-04-29T00:00:00,3,2.7,9.0,43.4,1,8.8
3999000.0,34.1,2016-11-11T00:00:00,1,2.7,25.0,14.47,12,10.4
3600000.0,44.2,2018-01-12T00:00:00,2,2.5,9.0,27.0,3,6.3
1980000.0,30.6,2018-01-15T00:00:00,1,2.56,5.0,17.4,4,5.7
5080000.0,31.3,2019-04-23T00:00:00,1,2.5,7.0,16.0,4,7.6
9000000.0,72.6,2018-09-08T00:00:00,2,2.9,5.0,43.2,4,11.4
2450000.0,42.5,2019-04-17T00:00:00,1,2.6,5.0,17.2,5,8.4
4700000.0,45.0,2019-04-11T00:00:00,2,2.5,9.0,27.4,4,8.6
4300000.0,58.5,2016-06-15T00:00:00,2,,9.0,28.73,7,11.24
8000000.0,54.0,2019-03-26T00:00:00,2,2.77,18.0,31.0,10,11.0
10018000.0,82.0,2015-01-29T00:00:00,3,,23.0,47.0,9,13.0
8700000.0,111.4,2016-10-10T00:00:00,4,3.1,4.0,73.2,2,14.1
4150000.0,50.41,2017-07-20T00:00:00,2,2.5,9.0,31.1,8,7.0
3700000.0,67.0,2018-09-07T00:00:00,3,2.7,9.0,42.2,8,5.5
6700000.0,65.6,2018-02-27T00:00:00,2,2.55,10.0,36.7,10,10.9
6550000.0,79.0,2018-04-05T00:00:00,4,2.6,9.0,55.3,6,10.0
4690000.0,35.0,2019-04-01T00:00:00,1,2.7,17.0,16.0,15,9.8
7700000.0,58.7,2017-12-12T00:00:00,1,,7.0,17.0,3,15.7
3890000.0,37.0,2018-07-09T00:00:00,1,2.5,25.0,28.0,6,9.0
3750000.0,43.0,2018-05-09T00:00:00,2,,4.0,28.0,1,6.0
5950000.0,59.6,2018-05-08T00:00:00,2,,25.0,31.48,17,13.29
2350000.0,35.4,2017-12-12T00:00:00,1,2.6,5.0,18.2,1,9.8
5650000.0,61.4,2016-03-09T00:00:00,2,,16.0,34.0,8,14.0
3350000.0,58.9,2017-04-05T00:00:00,2,2.6,5.0,31.5,3,12.9
7950000.0,86.4,2019-04-24T00:00:00,4,,3.0,52.7,1,12.7
2200000.0,47.0,2018-01-12T00:00:00,3,2.34,5.0,,1,
2530000.0,46.0,2017-11-25T00:00:00,1,2.77,4.0,19.3,3,11.0
7290000.0,74.3,2018-09-03T00:00:00,3,,24.0,41.9,3,16.5
3250000.0,34.3,2018-04-03T00:00:00,1,,11.0,14.73,7,9.36
4250000.0,56.9,2015-02-28T00:00:00,3,,9.0,38.8,8,6.2
3900000.0,42.2,2018-03-08T00:00:00,1,,14.0,14.7,4,10.4
19800000.0,118.0,2017-12-15T00:00:00,3,2.8,25.0,62.0,3,21.5
7820000.0,57.0,2019-04-18T00:00:00,2,,5.0,33.0,3,8.0
4000000.0,60.0,2019-03-12T00:00:00,2,3.4,3.0,37.8,1,9.0
3650000.0,35.8,2017-09-22T00:00:00,1,2.5,14.0,20.3,2,7.7
2438033.0,28.1,2016-11-23T00:00:00,1,,,20.75,1,
5420000.0,43.4,2019-04-16T00:00:00,1,,24.0,,2,12.4
22000000.0,119.0,2017-02-16T00:00:00,3,3.5,5.0,56.0,3,35.0
4700000.0,42.0,2018-11-05T00:00:00,2,2.7,5.0,27.0,2,6.0
7990000.0,55.0,2017-09-18T00:00:00,2,2.8,16.0,29.0,6,10.0
7250000.0,57.0,2018-12-13T00:00:00,2,,6.0,29.0,5,10.0
1800000.0,36.2,2017-06-07T00:00:00,1,2.5,4.0,20.0,1,9.0
6850000.0,57.1,2016-02-04T00:00:00,2,,9.0,29.5,4,9.0
6000000.0,46.4,2016-02-19T00:00:00,1,2.5,16.0,18.0,5,11.5
4500000.0,52.5,2018-08-12T00:00:00,2,2.6,14.0,29.5,11,7.5
650000.0,31.0,2017-01-20T00:00:00,1,,3.0,,1,
4100000.0,31.0,2015-08-02T00:00:00,1,3.0,17.0,10.0,6,
5000000.0,70.5,2018-01-23T00:00:00,3,2.65,9.0,44.9,9,10.5
3200000.0,51.7,2019-01-22T00:00:00,2,2.65,16.0,29.2,5,7.7
2950000.0,34.0,2017-05-25T00:00:00,1,2.6,9.0,17.0,9,8.0
5000000.0,43.0,2018-01-10T00:00:00,1,2.8,16.0,17.0,11,12.5
3340000.0,37.0,2018-03-28T00:00:00,1,,5.0,19.0,4,10.0
3350000.0,31.2,2017-06-30T00:00:00,1,2.5,9.0,15.6,9,8.2
1850000.0,40.2,2017-03-18T00:00:00,1,2.7,3.0,19.0,2,9.0
5350000.0,65.6,2018-02-01T00:00:00,3,2.5,9.0,42.8,2,9.5
3450000.0,58.0,2016-03-14T00:00:00,3,,9.0,38.5,1,6.1
2050000.0,53.1,2017-08-10T00:00:00,2,2.6,3.0,29.0,1,8.7
900000.0,30.0,2017-11-21T00:00:00,1,2.5,5.0,15.0,4,5.0
17250000.0,102.4,2014-12-09T00:00:00,3,,8.0,53.2,3,19.3
4600000.0,83.69,2019-04-29T00:00:00,4,,17.0,40.59,7,21.4
37500000.0,158.0,2019-01-24T00:00:00,4,,12.0,88.0,4,40.0
39900000.0,140.6,2016-11-19T00:00:00,2,3.5,8.0,39.8,7,49.2
2050000.0,53.0,2016-06-03T00:00:00,2,,5.0,29.0,4,9.0
3150000.0,37.3,2016-08-16T00:00:00,1,2.8,17.0,15.2,14,10.3
3930000.0,37.9,2016-04-19T00:00:00,1,,10.0,17.8,6,8.3
14700000.0,120.0,2018-09-07T00:00:00,3,2.75,20.0,63.0,18,16.0
650000.0,46.0,2018-03-15T00:00:00,2,2.5,5.0,30.0,5,7.0
4200000.0,60.1,2017-09-11T00:00:00,3,2.65,9.0,43.0,1,7.0
3700000.0,34.0,2019-03-18T00:00:00,1,2.6,10.0,18.0,8,8.0
1449900.0,43.8,2019-02-21T00:00:00,2,2.7,4.0,29.0,2,5.0
3950000.0,52.03,2018-09-21T00:00:00,2,,18.0,25.41,18,11.52
4750000.0,57.2,2017-03-07T00:00:00,2,2.5,10.0,29.8,1,11.6
4318000.0,37.55,2016-02-29T00:00:00,1,,14.0,15.2,10,8.9
2000000.0,31.0,2015-06-24T00:00:00,1,2.75,9.0,15.0,9,10.0
23900000.0,108.4,2018-11-15T00:00:00,3,3.06,7.0,,6,
4600000.0,65.0,2017-10-12T00:00:00,3,,15.0,44.0,11,11.0
6000000.0,56.7,2019-03-11T00:00:00,2,3.2,5.0,34.1,5,9.6
18450000.0,134.0,2019-03-18T00:00:00,4,,18.0,78.0,17,30.0
4900000.0,63.0,2017-04-26T00:00:00,2,,9.0,34.4,5,
3600000.0,45.2,2018-11-24T00:00:00,1,2.72,18.0,18.0,12,14.2
37000000.0,115.0,2018-11-15T00:00:00,2,,5.0,65.0,2,14.0
2700000.0,62.4,2018-11-03T00:00:00,3,2.5,5.0,36.7,5,8.1
2650000.0,30.5,2018-02-06T00:00:00,1,2.6,4.0,17.2,2,5.0
3200000.0,31.4,2017-09-02T00:00:00,1,2.6,9.0,16.0,7,9.0
2400000.0,54.0,2016-04-06T00:00:00,3,,5.0,36.0,5,5.0
3100000.0,31.1,2016-06-09T00:00:00,1,2.5,5.0,18.1,4,6.5
3810000.0,41.68,2018-07-10T00:00:00,1,2.7,19.0,19.0,4,10.44
3150000.0,33.0,2017-06-05T00:00:00,1,,6.0,18.0,4,7.0
3900000.0,51.0,2018-02-22T00:00:00,2,2.54,9.0,30.5,9,7.0
5900000.0,70.0,2017-01-24T00:00:00,3,2.51,5.0,47.4,1,8.0
3400000.0,61.0,2016-03-11T00:00:00,2,2.5,9.0,32.0,6,14.4
900000.0,42.8,2017-06-14T00:00:00,2,,5.0,32.0,5,5.0
3850000.0,37.0,2018-10-14T00:00:00,1,2.5,16.0,18.2,15,8.8
2300000.0,35.0,2018-03-14T00:00:00,1,2.7,15.0,17.0,3,9.0
1690000.0,28.0,2017-08-09T00:00:00,1,,5.0,17.0,1,6.0
5200000.0,56.8,2016-12-12T00:00:00,2,,12.0,,11,
2650000.0,42.8,2017-04-25T00:00:00,2,,5.0,30.0,3,4.5
5550000.0,68.0,2017-04-02T00:00:00,2,,8.0,37.0,3,13.0
7200000.0,70.6,2018-06-21T00:00:00,3,2.6,9.0,48.0,6,8.0
3700000.0,47.0,2018-09-12T00:00:00,2,,9.0,29.0,7,9.0
3500000.0,31.0,2016-04-05T00:00:00,1,2.55,5.0,17.5,1,5.4
4400000.0,51.08,2016-11-08T00:00:00,2,,5.0,26.4,4,10.2
2950000.0,32.0,2018-02-01T00:00:00,1,2.5,5.0,,1,
6283000.0,70.8,2017-10-05T00:00:00,3,,5.0,50.9,5,8.2
7900000.0,116.0,2018-08-23T00:00:00,3,2.5,9.0,61.8,9,16.3
5350000.0,65.0,2018-07-09T00:00:00,2,2.78,25.0,30.0,9,12.0
5700000.0,83.9,2018-02-01T00:00:00,3,2.6,5.0,51.8,2,9.6
4800000.0,58.0,2018-02-01T00:00:00,3,,5.0,42.0,1,6.0
2500000.0,31.0,2018-01-05T00:00:00,1,2.5,5.0,18.0,2,5.5
12500000.0,86.0,2018-10-19T00:00:00,3,2.8,25.0,47.0,3,13.0
3190000.0,31.0,2018-08-07T00:00:00,1,2.65,9.0,18.0,4,6.5
2450000.0,49.0,2016-03-09T00:00:00,3,,5.0,34.0,2,5.5
5100000.0,48.6,2017-11-29T00:00:00,2,,3.0,32.5,3,8.0
13900000.0,108.0,2018-09-29T00:00:00,4,,6.0,76.9,2,11.2
5650000.0,46.3,2017-03-13T00:00:00,2,,6.0,28.8,2,9.0
3050000.0,29.4,2018-02-27T00:00:00,1,,5.0,15.1,4,7.3
9990000.0,67.0,2017-07-10T00:00:00,1,2.84,9.0,37.0,7,17.0
4850000.0,59.7,2015-03-19T00:00:00,3,2.5,5.0,47.4,4,6.4
12734000.0,97.0,2016-01-30T00:00:00,3,,10.0,51.2,7,18.4
3700000.0,39.7,2017-07-11T00:00:00,1,2.55,4.0,21.0,1,7.4
2000000.0,25.0,2017-02-07T00:00:00,1,,5.0,,5,
9591727.0,72.0,2017-06-29T00:00:00,2,2.8,10.0,34.0,9,17.0
6090000.0,62.0,2015-09-06T00:00:00,2,,28.0,30.0,22,10.0
4500000.0,42.1,2019-04-26T00:00:00,2,2.5,9.0,28.0,2,7.0
3900000.0,45.4,2017-09-22T00:00:00,2,,5.0,27.8,3,7.1
3200000.0,32.0,2018-09-10T00:00:00,1,2.8,12.0,17.0,2,6.0
4950000.0,45.8,2019-04-04T00:00:00,2,2.55,9.0,26.7,9,6.3
7500000.0,67.0,2017-04-18T00:00:00,2,,17.0,34.0,15,13.0
7100000.0,50.0,2016-04-20T00:00:00,3,,5.0,31.5,1,5.0
7500000.0,124.8,2018-04-25T00:00:00,2,,4.0,37.1,1,14.1
3300000.0,32.9,2018-11-01T00:00:00,1,,12.0,17.9,7,6.2
5800000.0,57.0,2017-08-30T00:00:00,2,2.76,18.0,29.0,3,13.0
6000000.0,58.0,2016-05-14T00:00:00,2,3.0,5.0,36.6,2,7.9
21800000.0,163.4,2017-12-10T00:00:00,5,3.5,5.0,119.5,2,10.0
